week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,popularity
04-03-18,41,26316392.79,The Phantom of the Opera,Majestic Theatre,733404.84,1356418,79.57,213,9217,1605,0.7178,8,0,trending
22-05-16,52,28842985.58,Something Rotten!,Majestic Theatre,730132,1388900,82.29,277,8873,1545,0.718,8,0,trending
02-12-18,27,37805785.34,Waitress,Brooks Atkinson Theatre,600000.9,1019480,99.95,270,6003,1045,0.7181,8,0,trending
07-07-19,6,34108642.97,Pretty Woman: The Musical,Nederlander Theatre,558084,1365328,83.17,275,6710,1168,0.7181,8,0,trending
10-01-16,33,26330470.95,The Phantom of the Opera,Majestic Theatre,770314.73,1514575,83.5,200,9225,1605,0.7185,8,0,trending
25-03-18,44,35414660.27,The Play That Goes Wrong,Lyceum Theatre,327696,677688,66.7,197,4913,854,0.7191,8,0,trending
20-08-17,13,28674785.82,The Play That Goes Wrong,Lyceum Theatre,322085.75,677688,65.52,197,4916,854,0.7196,8,0,trending
07-10-18,19,33381110.92,The Play That Goes Wrong,Lyceum Theatre,298897.5,677688,60.76,197,4919,854,0.72,8,0,trending
28-01-18,36,27522164.93,School of Rock - The Musical,Music Box Theatre,722259.84,1443688,82.34,248,8772,1523,0.72,8,0,trending
03-01-16,32,43065472,Sylvia,Cort Theatre,391703,1030210,56.36,199,6950,1071,0.721,9,0,trending
27-11-16,27,35280351.26,Something Rotten!,Majestic Theatre,865685.8,1498375,89.99,277,9620,1667,0.7214,8,0,trending
11-09-16,16,20154528.12,School of Rock - The Musical,Music Box Theatre,767235.84,1523357,88.88,248,8632,1495,0.7217,8,0,trending
04-08-19,10,33730889.28,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,503111.2,994804,84.88,247,5927,1026,0.7221,8,0,trending
24-12-17,31,35795927.3,The Play That Goes Wrong,Lyceum Theatre,446336.25,677688,90.44,248,4935,854,0.7223,8,0,trending
16-12-18,29,39865469.32,School of Rock - The Musical,Music Box Theatre,815700.1,1443688,92.67,223,8802,1523,0.7224,8,0,trending
03-01-16,32,43065472,Misery,Broadhurst Theatre,817415,1247672,120.1,297,6806,1176,0.7234,8,0,trending
14-10-18,20,33387818.47,The Nap,Sam S. Shubert Theatre,204865.6,646488,55.03,199,3723,643,0.7238,8,0,trending
09-12-18,28,40149570.28,School of Rock - The Musical,Music Box Theatre,811958.7,1443688,91.96,223,8829,1523,0.7246,8,0,trending
16-10-16,21,25369049.51,Something Rotten!,Majestic Theatre,626929,1301440,78.23,277,8014,1382,0.725,8,0,trending
02-06-19,1,34573184.72,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,538225.8,994804,90.41,247,5953,1026,0.7253,8,0,trending
24-07-16,9,26582154.47,Finding Neverland,Lunt-Fontanne Theatre,638917.5,1476000,73.2,225,8728,1504,0.7254,8,0,trending
06-03-16,41,20679970.73,School of Rock - The Musical,Music Box Theatre,729217.5,1404800,87.95,248,8291,1428,0.7258,8,0,trending
24-04-16,48,27121277.4,Something Rotten!,Majestic Theatre,690564.45,1388900,76.94,277,8975,1545,0.7263,8,0,trending
24-12-17,31,35795927.3,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,601084.66,1011228,115.06,249,5224,1026,0.7274,7,0,trending
04-06-17,2,32793984.32,The Play That Goes Wrong,Lyceum Theatre,349831.25,654168,70.39,197,4970,854,0.7275,8,0,trending
25-09-16,18,22165298.69,The Phantom of the Opera,Majestic Theatre,821066.2,1514575,87.87,200,9344,1605,0.7277,8,0,trending
15-01-17,34,25872048.71,The Phantom of the Opera,Majestic Theatre,822845.23,1493252,88.01,203,9349,1605,0.7281,8,0,trending
18-12-16,30,30541917.65,Something Rotten!,Majestic Theatre,717771.6,1388900,79.73,277,9002,1545,0.7284,8,0,trending
17-01-16,34,26239268.38,Misery,Broadhurst Theatre,728263.25,1247672,106.25,297,6854,1176,0.7285,8,0,trending
29-01-17,36,21078311.83,The Phantom of the Opera,Majestic Theatre,766486.25,1493252,81.93,203,9355,1605,0.7286,8,0,trending
14-08-16,12,24414933.15,Finding Neverland,Lunt-Fontanne Theatre,628894.5,1476000,71.67,225,8775,1504,0.7293,8,0,trending
14-02-16,38,25713384.94,Something Rotten!,Majestic Theatre,768882.5,1372600,87.62,277,8775,1504,0.7293,8,0,trending
14-05-17,51,33603536.36,School of Rock - The Musical,Music Box Theatre,809793.31,1445048,91.05,248,8894,1523,0.73,8,0,trending
27-08-17,14,26578502.98,The Play That Goes Wrong,Lyceum Theatre,328979,677688,65.89,197,4993,854,0.7308,8,0,trending
23-10-16,22,27441874.45,Something Rotten!,Majestic Theatre,635918.5,1301440,78.66,277,8084,1382,0.7313,8,0,trending
23-12-18,30,41012369.65,Waitress,Brooks Atkinson Theatre,547519,892045,102.34,270,5350,1045,0.7314,7,0,trending
17-07-16,8,27125138.45,Something Rotten!,Majestic Theatre,745373,1405200,80.32,277,9280,1586,0.7316,8,0,trending
07-08-16,11,24062535.05,Something Rotten!,Majestic Theatre,633523,1277720,80.67,277,7853,1341,0.732,8,0,trending
17-12-17,30,34359420.67,School of Rock - The Musical,Music Box Theatre,900691.5,1445048,100.97,248,8920,1523,0.7321,8,0,trending
27-05-18,53,39431767.13,The Play That Goes Wrong,Lyceum Theatre,340105.13,677688,67.98,197,5003,854,0.7323,8,0,trending
23-09-18,17,26309335.52,School of Rock - The Musical,Music Box Theatre,558873.5,1443688,62.63,223,8924,1523,0.7324,8,0,trending
29-04-18,49,35335326.58,School of Rock - The Musical,Music Box Theatre,764123.28,1443688,85.62,248,8925,1523,0.7325,8,0,trending
26-08-18,13,33662782.2,Waitress,Brooks Atkinson Theatre,577784,1019480,94.27,270,6129,1045,0.7331,8,0,trending
21-10-18,21,34344692.7,The Play That Goes Wrong,Lyceum Theatre,322549.16,677688,64.39,197,5009,854,0.7332,8,0,trending
05-03-17,41,23822896.59,The Phantom of the Opera,Majestic Theatre,780354.21,1349972,82.8,203,9425,1605,0.734,8,0,trending
11-08-19,11,33808015.83,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,516272.9,994804,85.69,247,6025,1026,0.734,8,0,trending
25-11-18,26,43043393.13,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,656058.5,1106908,108.87,247,6026,1026,0.7342,8,0,trending
27-08-17,14,26578502.98,School of Rock - The Musical,Music Box Theatre,817373.46,1445048,91.37,248,8946,1523,0.7342,8,0,trending
18-11-18,25,36501888.28,Anastasia,Broadhurst Theatre,603914.8,1093588,89.94,273,6715,1143,0.7344,8,0,trending
02-10-16,19,22824768.82,The Phantom of the Opera,Majestic Theatre,843967.57,1495268,89.5,203,9430,1605,0.7344,8,0,trending
07-10-18,19,33381110.92,Anastasia,Broadhurst Theatre,677187.6,1105421,100.79,350,6719,1143,0.7348,8,0,trending
04-03-18,41,26316392.79,Waitress,Brooks Atkinson Theatre,862659,1019480,140.36,270,6146,1045,0.7352,8,0,trending
18-11-18,25,36501888.28,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,633176.59,1106908,104.88,247,6037,1026,0.7355,8,0,trending
23-06-19,4,35987055.01,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,544343,994804,90.14,247,6039,1026,0.7357,8,0,trending
20-08-17,13,28674785.82,Waitress,Minskoff Theatre,602137,1019480,97.89,270,6151,1045,0.7358,8,0,trending
14-01-18,34,32947325.27,School of Rock - The Musical,Music Box Theatre,822716.51,1443688,91.73,248,8969,1523,0.7361,8,0,trending
27-11-16,27,35280351.26,The Humans,Gerald Schoenfeld Theatre,605130.5,976376,99.27,297,6096,1035,0.7362,8,0,trending
17-09-17,17,26613186.99,The Play That Goes Wrong,Lyceum Theatre,335892.75,677688,66.72,197,5034,854,0.7368,8,0,trending
07-10-18,19,33381110.92,The Nap,Sam S. Shubert Theatre,228087,646488,60.18,199,3790,643,0.7368,8,0,trending
04-09-16,15,23361024.99,The Phantom of the Opera,New Amsterdam Theatre,823060.6,1514575,86.92,200,9469,1605,0.7375,8,0,trending
28-07-19,9,33824901.44,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,519930.8,994804,85.9,247,6053,1026,0.7375,8,0,trending
19-08-18,12,35465011.8,The Play That Goes Wrong,Lyceum Theatre,327158,677688,64.93,197,5039,854,0.7376,8,0,trending
22-05-16,52,28842985.58,Finding Neverland,Lunt-Fontanne Theatre,570764,1476000,64.3,225,8876,1504,0.7377,8,0,trending
02-10-16,19,22824768.82,Jersey Boys,Studio 54,690408,1151143,95.24,199,7249,1228,0.7379,8,0,trending
08-05-16,50,27579172.93,The Phantom of the Opera,New Amsterdam Theatre,803455.65,1514575,84.81,200,9474,1605,0.7379,8,0,trending
13-01-19,33,31937248.07,School of Rock - The Musical,Music Box Theatre,735675.6,1443688,81.77,273,8997,1523,0.7384,8,0,trending
20-03-16,43,26631585.91,Jersey Boys,Studio 54,636123.47,1151143,87.68,199,7255,1228,0.7385,8,0,trending
23-09-18,17,26309335.52,Anastasia,Broadhurst Theatre,585766.24,1093588,86.73,273,6754,1143,0.7386,8,0,trending
16-12-18,29,39865469.32,The Play That Goes Wrong,Lyceum Theatre,324990.5,677688,64.37,197,5049,854,0.739,8,0,trending
21-07-19,8,34264193.63,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,511025.4,994804,84.15,247,6073,1026,0.7399,8,0,trending
14-07-19,7,30566473.66,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,519142,994804,85.44,247,6076,1026,0.7403,8,0,trending
05-11-17,24,27265631.87,The Play That Goes Wrong,Lyceum Theatre,332744.25,677688,65.76,197,5060,854,0.7406,8,0,trending
22-05-16,52,28842985.58,Blackbird,Belasco Theatre,434330,892260,72.28,248,6009,1014,0.7408,8,0,trending
18-11-18,25,36501888.28,The Phantom of the Opera,New Amsterdam Theatre,830928.72,1361632,87.33,213,9515,1605,0.741,8,0,trending
17-01-16,34,26239268.38,Jersey Boys,Studio 54,668824.97,1151143,91.85,199,7282,1228,0.7412,8,0,trending
22-04-18,48,37506237.02,The Play That Goes Wrong,Lyceum Theatre,316767,677688,62.52,197,5067,854,0.7417,8,0,trending
16-12-18,29,39865469.32,Waitress,Minskoff Theatre,593192.2,1019480,95.65,270,6202,1045,0.7419,8,0,trending
02-12-18,27,37805785.34,Anastasia,Broadhurst Theatre,652184.3,1093588,96.06,273,6789,1143,0.7425,8,0,trending
20-11-16,26,26762454.2,The Humans,Gerald Schoenfeld Theatre,540413.5,976376,87.83,297,6153,1035,0.7431,8,0,trending
06-03-16,41,20679970.73,She Loves Me,Studio 54,397366.3,899784,66.19,NA,6003,1008,0.7444,0,8,trending
11-12-16,29,31357485.42,The Humans,Gerald Schoenfeld Theatre,569444.5,976376,92.17,297,6178,1035,0.7461,8,0,trending
22-09-19,17,29320908.11,The Phantom of the Opera,New Amsterdam Theatre,828670.22,1358986,86.4,213,9591,1605,0.747,8,0,trending
21-05-17,52,34503594.63,School of Rock - The Musical,Music Box Theatre,819211.22,1445048,89.99,248,9103,1523,0.7471,8,0,trending
22-10-17,22,30630790.04,School of Rock - The Musical,Music Box Theatre,860805.8,1445048,94.5,248,9109,1523,0.7476,8,0,trending
19-11-17,26,31147315.59,The Play That Goes Wrong,Lyceum Theatre,376404,677688,73.65,213,5111,854,0.7481,8,0,trending
13-11-16,25,28880196.45,Something Rotten!,Majestic Theatre,674603.5,1348880,77.01,277,8760,1463,0.7483,8,0,trending
10-03-19,41,30252790.13,The Phantom of the Opera,New Amsterdam Theatre,837646.6,1347562,87.17,213,9609,1605,0.7484,8,0,trending
27-01-19,35,29982380.3,The Phantom of the Opera,New Amsterdam Theatre,757293.3,1347562,78.78,213,9613,1605,0.7487,8,0,trending
17-01-16,34,26239268.38,Finding Neverland,Winter Garden Theatre,822459.5,1476000,91.26,225,9012,1504,0.749,8,0,trending
30-10-16,23,25194007.33,The Phantom of the Opera,New Amsterdam Theatre,839631.64,1489388,87.28,203,9620,1605,0.7492,8,0,trending
31-01-16,36,23617252.17,Finding Neverland,Winter Garden Theatre,724729,1476000,80.36,225,9018,1504,0.7495,8,0,trending
09-07-17,7,29082683.33,The Play That Goes Wrong,Lyceum Theatre,328094.25,654168,64.06,197,5122,854,0.7497,8,0,trending
21-01-18,35,27685184.24,The Play That Goes Wrong,Lyceum Theatre,338040.75,677688,66,197,5122,854,0.7497,8,0,trending
10-03-19,41,30252790.13,Pretty Woman: The Musical,Nederlander Theatre,747169,1365328,106.62,275,7008,1168,0.75,8,0,trending
13-08-17,12,30312333.55,The Play That Goes Wrong,Lyceum Theatre,332103.5,677688,64.8,197,5125,854,0.7501,8,0,trending
03-11-19,23,31122600.61,The Phantom of the Opera,New Amsterdam Theatre,822373.6,1358986,85.32,213,9639,1605,0.7507,8,0,trending
11-06-17,3,34128419.59,The Play That Goes Wrong,Lyceum Theatre,366882,654168,71.48,197,5133,854,0.7513,8,0,trending
25-12-16,31,30413711.35,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,627642.5,977747.75,116.23,249,5400,1026,0.7519,7,0,trending
19-02-17,39,25574527.9,The Phantom of the Opera,New Amsterdam Theatre,880816.34,1359908,91.1,203,9669,1605,0.753,8,0,trending
11-11-18,24,37230401.33,The Play That Goes Wrong,Lyceum Theatre,326463.5,677688,63.44,197,5146,854,0.7532,8,0,trending
04-08-19,10,33730889.28,Pretty Woman: The Musical,Nederlander Theatre,634077.5,1365328,90.09,275,7038,1168,0.7532,8,0,trending
02-06-19,1,34573184.72,Pretty Woman: The Musical,Nederlander Theatre,692301.5,1365328,98.27,275,7045,1168,0.754,8,0,trending
21-08-16,13,23009994.04,The Humans,Gerald Schoenfeld Theatre,502873,976376,80.5,297,6247,1035,0.7545,8,0,trending
18-12-16,30,30541917.65,The Phantom of the Opera,New Amsterdam Theatre,927998.41,1493252,95.69,203,9698,1605,0.7553,8,0,trending
10-04-16,46,26894099.17,She Loves Me,Studio 54,492102.2,899784,80.75,252,6094,1008,0.7557,8,0,trending
19-11-17,26,31147315.59,The Phantom of the Opera,New Amsterdam Theatre,851509.14,1356418,87.7,213,9709,1605,0.7562,8,0,trending
03-07-16,6,26033648.79,Something Rotten!,Majestic Theatre,681072,1277720,83.95,277,8113,1341,0.7562,8,0,trending
20-05-18,52,38813251.1,The Play That Goes Wrong,Lyceum Theatre,337480.5,677688,65.3,197,5168,854,0.7564,8,0,trending
24-01-16,35,15977957.72,School of Rock - The Musical,Music Box Theatre,526273.5,1046836,81.2,248,6481,1428,0.7564,6,0,trending
20-05-18,52,38813251.1,School of Rock - The Musical,Music Box Theatre,761715.38,1443688,82.61,223,9221,1523,0.7568,8,0,trending
28-10-18,22,33133984.13,Waitress,Minskoff Theatre,630569,1019480,99.54,270,6335,1045,0.7578,8,0,trending
23-12-18,30,41012369.65,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,596233,968544.5,109.54,247,5443,1026,0.7579,7,0,trending
28-01-18,36,27522164.93,The Play That Goes Wrong,Lyceum Theatre,343415.75,677688,66.3,197,5180,854,0.7582,8,0,trending
07-04-19,45,35291615.88,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,607203.76,994804,97.54,247,6225,1026,0.7584,8,0,trending
02-12-18,27,37805785.34,The Phantom of the Opera,New Amsterdam Theatre,883873.8,1347562,90.68,213,9747,1605,0.7591,8,0,trending
08-05-16,50,27579172.93,Matilda The Musical,Sam S. Shubert Theatre,675744.45,1327753,77.7,250,8697,1432,0.7592,8,0,trending
17-01-16,34,26239268.38,Matilda The Musical,Sam S. Shubert Theatre,716542.3,1327753,82.38,250,8698,1432,0.7593,8,0,trending
11-08-19,11,33808015.83,Pretty Woman: The Musical,Nederlander Theatre,641807.5,1365328,90.45,275,7096,1168,0.7594,8,0,trending
10-06-18,2,39211500.4,The Play That Goes Wrong,Lyceum Theatre,365986,677688,70.53,197,5189,854,0.7595,8,0,trending
24-02-19,39,29863192.12,The Phantom of the Opera,New Amsterdam Theatre,842365.6,1347562,86.34,213,9756,1605,0.7598,8,0,trending
10-12-17,29,35260250.63,School of Rock - The Musical,Music Box Theatre,925767.26,1445048,99.94,248,9263,1523,0.7603,8,0,trending
07-02-16,37,21024819.67,School of Rock - The Musical,Music Box Theatre,756570.5,1404800,87.09,248,8687,1428,0.7604,8,0,trending
02-07-17,6,31965811.52,"Hello, Dolly!",Sam S. Shubert Theatre,936602.58,1499616,106.31,748,8810,1446,0.7616,8,0,trending
10-01-16,33,26330470.95,Something Rotten!,Majestic Theatre,760653.7,1388900,80.78,277,9416,1545,0.7619,8,0,trending
13-03-16,42,23719997.68,Something Rotten!,Majestic Theatre,765480.5,1372600,83.5,277,9167,1504,0.7619,8,0,trending
15-05-16,51,26269814.35,The Phantom of the Opera,New Amsterdam Theatre,832885.73,1514575,85.09,200,9788,1605,0.7623,8,0,trending
21-02-16,39,23951914.29,Finding Neverland,Winter Garden Theatre,756745.5,1476000,82.44,225,9179,1504,0.7629,8,0,trending
09-09-18,15,29524979.46,The Nap,Sam S. Shubert Theatre,106016,611317,36,199,2945,643,0.7633,0,6,trending
13-03-16,42,23719997.68,Matilda The Musical,Sam S. Shubert Theatre,683263.33,1327753,78.13,250,8745,1432,0.7634,8,0,trending
15-05-16,51,26269814.35,School of Rock - The Musical,Music Box Theatre,847398.5,1518652,92.77,248,9134,1495,0.7637,8,0,trending
12-02-17,38,19809375.55,Waitress,Minskoff Theatre,671869,1019480,105.21,270,6386,1045,0.7639,8,0,trending
12-02-17,38,19809375.55,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,702502.3,1107646,111.83,249,6282,1026,0.7654,8,0,trending
30-04-17,49,32511674.46,School of Rock - The Musical,Music Box Theatre,852730.1,1445048,91.37,248,9333,1523,0.766,8,0,trending
13-05-18,51,38621280.34,School of Rock - The Musical,Music Box Theatre,773758,1443688,82.89,248,9335,1523,0.7662,8,0,trending
27-03-16,44,31485172.45,Blackbird,Belasco Theatre,475195.5,885060,76.36,248,6223,1014,0.7671,8,0,trending
10-07-16,7,24862657.43,The Phantom of the Opera,New Amsterdam Theatre,897993.3,1522580,91.17,200,9850,1605,0.7671,8,0,trending
17-12-17,30,34359420.67,The Phantom of the Opera,New Amsterdam Theatre,962223.5,1356418,97.69,223,9850,1605,0.7671,8,0,trending
29-09-19,18,29894777.05,The Phantom of the Opera,New Amsterdam Theatre,860614.69,1358986,87.36,213,9851,1605,0.7672,8,0,trending
15-07-18,7,37330027.69,The Play That Goes Wrong,Lyceum Theatre,341040,677688,65.05,197,5243,854,0.7674,8,0,trending
27-08-17,14,26578502.98,Waitress,Minskoff Theatre,600143.5,1019480,93.54,270,6416,1045,0.7675,8,0,trending
03-03-19,40,27159271.45,Anastasia,Broadhurst Theatre,557479.8,1093588,79.41,297,7020,1143,0.7677,8,0,trending
09-07-17,7,29082683.33,"Hello, Dolly!",Sam S. Shubert Theatre,722573.54,1499616,81.36,748,8881,1446,0.7677,8,0,trending
12-11-17,25,32477412.57,School of Rock - The Musical,Music Box Theatre,882712.8,1445048,94.32,248,9359,1523,0.7681,8,0,trending
28-10-18,22,33133984.13,Anastasia,Broadhurst Theatre,619115.31,1093588,88.14,273,7024,1143,0.7682,8,0,trending
01-07-18,5,38126488.51,The Play That Goes Wrong,Lyceum Theatre,349077,677688,66.49,197,5250,854,0.7684,8,0,trending
14-01-18,34,32947325.27,The Phantom of the Opera,New Amsterdam Theatre,862596.14,1356418,87.42,223,9867,1605,0.7685,8,0,trending
11-09-16,16,20154528.12,The Humans,Gerald Schoenfeld Theatre,574624.86,976376,90.26,297,6366,1035,0.7688,8,0,trending
06-08-17,11,31424598.87,The Play That Goes Wrong,Lyceum Theatre,364395.75,677688,69.34,197,5255,854,0.7692,8,0,trending
05-06-16,2,27019162.62,The Phantom of the Opera,New Amsterdam Theatre,857783.43,1514575,86.81,200,9881,1605,0.7695,8,0,trending
31-01-16,36,23617252.17,School of Rock - The Musical,Music Box Theatre,817940,1404800,93.04,248,8791,1428,0.7695,8,0,trending
30-06-19,5,35938539.43,Waitress,Minskoff Theatre,548633,1019480,85.26,270,6435,1045,0.7697,8,0,trending
16-09-18,16,28771784.4,The Nap,Sam S. Shubert Theatre,187664,694488,47.37,199,3962,643,0.7702,0,8,trending
02-10-16,19,22824768.82,Matilda The Musical,Sam S. Shubert Theatre,654267.25,1209739,74.14,250,8825,1432,0.7703,8,0,trending
16-12-18,29,39865469.32,Anastasia,Broadhurst Theatre,705610.3,1093588,100.06,273,7052,1143,0.7712,8,0,trending
30-07-17,10,31904722.8,The Play That Goes Wrong,Lyceum Theatre,372305.15,677688,70.66,197,5269,854,0.7712,8,0,trending
18-06-17,4,34505435.31,The Play That Goes Wrong,Lyceum Theatre,377205.5,654168,71.58,197,5270,854,0.7714,8,0,trending
14-02-16,38,25713384.94,Misery,Broadhurst Theatre,784205.85,1247672,107.97,297,7263,1176,0.772,8,0,trending
21-08-16,13,23009994.04,The Phantom of the Opera,New Amsterdam Theatre,893112.29,1514575,90.03,200,9920,1605,0.7726,8,0,trending
01-10-17,19,23206323.74,The Play That Goes Wrong,Lyceum Theatre,319543.25,677688,60.53,197,5279,854,0.7727,8,0,trending
22-01-17,35,21686611.83,School of Rock - The Musical,Music Box Theatre,805485.8,1528838,85.53,223,9418,1523,0.773,8,0,trending
09-06-19,2,35439598.96,Pretty Woman: The Musical,Nederlander Theatre,712223,1365328,98.56,275,7226,1168,0.7733,8,0,trending
05-03-17,41,23822896.59,School of Rock - The Musical,Music Box Theatre,841015.9,1445048,89.25,248,9423,1523,0.7734,8,0,trending
11-09-16,16,20154528.12,The Phantom of the Opera,New Amsterdam Theatre,833788.2,1514575,83.95,200,9932,1605,0.7735,8,0,trending
25-06-17,5,35273881.85,The Play That Goes Wrong,Lyceum Theatre,362877.25,654168,68.66,197,5285,854,0.7736,8,0,trending
